,CITY,STABBR,SAT_AVG,INSTNM,ADM_RATE,MTHCMP1,TUITIONFEE_IN
447,San Diego,CA,,San Diego Mesa College,,,1142.0
448,San Diego,CA,,San Diego Miramar College,,,1142.0
449,San Diego,CA,1206.0,San Diego State University,0.3542,,7460.0
450,San Diego,CA,1302.0,University of San Diego,0.4979,,47708.0
451,San Francisco,CA,,San Francisco Art Institute,0.7472,,44778.0
452,San Francisco,CA,,San Francisco Conservatory of Music,0.43799999999999994,,44810.0
453,San Francisco,CA,1054.0,San Francisco State University,0.7046,,7254.0
454,San Anselmo,CA,,San Francisco Theological Seminary,,,
455,San Francisco,CA,1203.0,University of San Francisco,0.6563,,46250.0
456,Clovis,CA,,San Joaquin College of Law,,,
457,Stockton,CA,,San Joaquin Delta College,,,1104.0
458,Visalia,CA,,San Joaquin Valley College-Visalia,,15.0,
459,Rocklin,CA,1129.0,William Jessup University,0.6605,,30550.0
460,San Jose,CA,,San Jose City College,,,1356.0
461,San Jose,CA,1110.0,San Jose State University,0.6688,,7721.0
462,San Mateo,CA,,College of San Mateo,,,1400.0
463,Bakersfield,CA,,Santa Barbara Business College-Bakersfield,,,10000.0
464,Santa Maria,CA,,Santa Barbara Business College-Santa Maria,,,10000.0
465,Santa Barbara,CA,,Santa Barbara City College,,,1374.0
466,Santa Clara,CA,1378.0,Santa Clara University,0.5356,,49858.0
467,Santa Monica,CA,,Santa Monica College,,,1142.0
468,Santa Rosa,CA,,Santa Rosa Junior College,,,1282.0
469,Oakland,CA,,Saybrook University,,,
470,Claremont,CA,1405.0,Scripps College,0.3337,,52966.0
471,Visalia,CA,,College of the Sequoias,,,1390.0
472,Redding,CA,,Shasta Bible College and Graduate School,1.0,,12060.0
473,Redding,CA,,Shasta College,,,1185.0
474,Rocklin,CA,,Sierra College,,,1142.0
475,Merced,CA,,Sierra College of Beauty,,12.0,
476,Santa Ana,CA,,Trinity Law School,,,
477,Redding,CA,1077.0,Simpson University,0.5561,,27700.0
478,Weed,CA,,College of the Siskiyous,,,1154.0
479,Sacramento,CA,,Charles A Jones Career and Education Center,,9.0,
480,San Bruno,CA,,Skyline College,,,1447.0
481,San Bernardino,CA,,San Bernardino Valley College,,,1238.0
482,Moraga,CA,1170.0,Saint Mary's College of California,0.8162,,45686.0
483,Fairfield,CA,,Solano Community College,,,1140.0
484,Rohnert Park,CA,1078.0,Sonoma State University,0.8203,,7724.0
485,Anaheim,CA,,South Baylo University,,,
486,Orange,CA,,South Coast College,,60.0,
487,Costa Mesa,CA,1037.0,Vanguard University of Southern California,0.4668,,32430.0
488,Garden Grove,CA,,Concorde Career College-Garden Grove,0.8329,13.0,
489,Chula Vista,CA,,Southwestern College,,,1338.0
490,Camarillo,CA,,St John's Seminary,,,
491,Berkeley,CA,,Starr King School for the Ministry,,,
492,Fullerton,CA,,Marshall B Ketchum University,,,
493,Los Angeles,CA,,Southern California Institute of Architecture,,,43800.0
494,Los Angeles,CA,1437.0,University of Southern California,0.1595,,54259.0
495,Los Angeles,CA,,Southwestern Law School,,,
496,Taft,CA,,Taft College,,,1410.0
497,Claremont,CA,,Claremont School of Theology,,,
498,Santa Paula,CA,1297.0,Thomas Aquinas College,0.7188,,24500.0
499,Sacramento,CA,,Epic Bible College,,,9689.0
500,Huntington Park,CA,,United Education Institute-Huntington Park Campus,,9.0,
501,San Bernardino,CA,,Concorde Career College-San Bernardino,0.7363,8.0,
502,North Hollywood,CA,,Concorde Career College-North Hollywood,0.7677,13.0,
503,Ventura,CA,,Ventura College,,,1388.0
504,Ventura,CA,,The Santa Barbara and Ventura Colleges of Law at Ventura,,,
505,Victorville,CA,,Victor Valley College,,,1126.0
506,Berkeley,CA,,Berkeley City College,,,1230.0
507,Minneapolis,MN,,Walden University,,,12465.0
508,Salinas,CA,,Waynes College of Beauty,,13.0,
509,Coalinga,CA,,West Hills College-Coalinga,,,1380.0
510,Culver City,CA,,West Los Angeles College,,,1220.0
511,Saratoga,CA,,West Valley College,,,1186.0
512,Sacramento,CA,,Carrington College-Sacramento,0.4545,9.0,
513,Escondido,CA,,Westminster Theological Seminary in California,,,
514,Santa Barbara,CA,1262.0,Westmont College,0.8471,,44044.0
515,Whittier,CA,1138.0,Whittier College,0.7409,,46310.0
516,Burbank,CA,1076.0,Woodbury University,0.6164,,38460.0
517,Berkeley,CA,,The Wright Institute,,,
518,Irvine,CA,,Western State College of Law at Argosy University,,,
519,San Diego,CA,,Thomas Jefferson School of Law,,,
520,Los Angeles,CA,,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,0.6548,,14700.0
521,Marysville,CA,,Yuba College,,,1124.0
522,Grand Junction,CO,,The Salon Professional Academy-Grand Junction,,13.0,
523,Alamosa,CO,1005.0,Adams State University,0.9888,,9440.0
524,Greeley,CO,,Aims Community College,,,1835.0
525,Littleton,CO,,Arapahoe Community College,,,3676.0
526,Denver,CO,,Bel-Rea Institute of Animal Technology,0.3258,,11963.0
527,Colorado Springs,CO,,Altierus Career College-Colorado Springs,,,12015.0
528,Denver,CO,1179.0,University of Colorado Denver/Anschutz Medical Campus,0.6522,,9107.0
529,Colorado Springs,CO,1162.0,University of Colorado Colorado Springs,0.9281,,8314.0
530,Broomfield,CO,,Spartan College of Aeronautics and Technology,,,15743.0
531,Boulder,CO,1293.0,University of Colorado Boulder,0.7984,,12086.0
532,Lakewood,CO,,Colorado Christian University,,,30370.0
533,Colorado Springs,CO,,Colorado College,0.1513,,52818.0
534,Aurora,CO,,Concorde Career College-Aurora,0.672,8.0,
535,Denver,CO,,The Art Institute of Colorado,,,17626.0
536,Glenwood Springs,CO,,Colorado Mountain College,,,1840.0
537,Rangely,CO,,Colorado Northwestern Community College,,,3943.0
538,Golden,CO,1391.0,Colorado School of Mines,0.5572,,18386.0
539,Lakewood,CO,,Colorado School of Trades,,15.0,
540,Fort Collins,CO,1212.0,Colorado State University-Fort Collins,0.8262,,11395.0
541,Colorado Springs,CO,,Colorado Technical University-Colorado Springs,,,11689.0
542,Aurora,CO,,Community College of Aurora,,,3702.0
543,Denver,CO,,CollegeAmerica-Denver,,,16968.0
544,Delta,CO,,Technical College of the Rockies,,9.0,
545,Denver,CO,,Community College of Denver,,,3909.0
546,Denver,CO,,Lincoln College of Technology-Denver,,13.0,
547,Littleton,CO,,Denver Seminary,,,
548,Denver,CO,1294.0,University of Denver,0.5805,,48669.0
549,Denver,CO,,Emily Griffith Technical College,,11.0,
550,Durango,CO,1123.0,Fort Lewis College,0.8321,,8609.0
551,Westminster,CO,,Front Range Community College,,,3908.0
552,Glenwood Springs,CO,,Glenwood Beauty Academy,,15.0,
553,Denver,CO,,Iliff School of Theology,,,
554,Colorado Springs,CO,,International Salon and Spa Academy,,15.0,
555,Lamar,CO,,Lamar Community College,,,3908.0
556,Grand Junction,CO,1066.0,Colorado Mesa University,0.8167,,8374.0
557,Denver,CO,1010.0,Metropolitan State University of Denver,0.6427,,7352.0
558,Fort  Morgan,CO,,Morgan Community College,,,3677.0
559,Boulder,CO,,Naropa University,1.0,,31790.0
560,Colorado Springs,CO,,National American University-Colorado Springs,,,15000.0
561,Colorado Springs,CO,,Nazarene Bible College,,,11760.0
562,Sterling,CO,,Northeastern Junior College,,,4941.0
563,Greeley,CO,1107.0,University of Northern Colorado,0.8908,,9546.0
564,La Junta,CO,,Otero Junior College,,,3856.0
565,Thornton,CO,,Altierus Career College-Thornton,,,12510.0
566,Colorado Springs,CO,,Pikes Peak Community College,,,3726.0
567,Pueblo,CO,,Pueblo Community College,,,5050.0
568,Lakewood,CO,,Red Rocks Community College,,,4008.0
569,Denver,CO,1150.0,Regis University,0.5992,,35610.0
570,Lakewood,CO,,Rocky Mountain College of Art and Design,,,17963.0
571,Boulder,CO,,Montessori Education Center of the Rockies,1.0,12.0,
572,Pueblo,CO,1043.0,Colorado State University-Pueblo,0.9534,,10090.0
573,Aurora,CO,,Pickens Technical College,,,4510.0
574,Colorado Springs,CO,,Intellitec College-Colorado Springs,,18.0,
575,Grand Junction,CO,,Intellitec College-Grand Junction,,11.0,
576,Trinidad,CO,,Trinidad State Junior College,,,5027.0
577,USAF Academy,CO,1334.0,United States Air Force Academy,0.1192,,
578,Thornton,CO,,Empire Beauty School-Thornton,,15.0,
579,Gunnison,CO,1120.0,Western State Colorado University,0.8598,,9802.0
580,New Haven,CT,930.0,Albertus Magnus College,0.6388,,31140.0
581,Danbury,CT,,Paul Mitchell the School-Danbury,,12.0,
582,Enfield,CT,,Asnuntuck Community College,,,4356.0
583,Monsey,NY,,Bais Binyomin Academy,0.8,,8000.0
584,Branford,CT,,Branford Hall Career Institute-Branford Campus,,8.0,
585,Southington,CT,,Lincoln College of New England-Southington,,,20050.0
586,Bridgeport,CT,969.0,University of Bridgeport,0.5389,,32250.0
587,New Britain,CT,1071.0,Central Connecticut State University,0.6676,,10225.0
588,New Britain,CT,,Charter Oak State College,,,7983.0
589,Newington,CT,,Cortiva Institute-Newington,,8.0,
590,New London,CT,,Connecticut College,0.3796,,52850.0
591,Branford,CT,,Porter and Chester Institute of Branford,,,17220.0
592,Storrs,CT,1313.0,University of Connecticut,0.4784,,14880.0
593,East Hartford,CT,,Goodwin College,,,20888.0
594,East Windsor,CT,,Lincoln Technical Institute-East Windsor,,17.0,
595,Willimantic,CT,,Eastern Connecticut State University,0.6581,,10919.0
596,Fairfield,CT,,Fairfield University,0.6056,,47165.0
597,North Haven,CT,,Paul Mitchell the School-North Haven,,12.0,
598,Hartford,CT,,Capital Community College,,,4356.0
599,Hartford,CT,,Rensselaer at Hartford,,,
600,West Hartford,CT,,American Institute-West Hartford,,11.0,
601,Hartford,CT,,Hartford Seminary,,,
602,West Hartford,CT,1140.0,University of Hartford,0.8089,,38910.0
603,Cromwell,CT,,Holy Apostles College and Seminary,,,7750.0
604,Bridgeport,CT,,Housatonic Community College,,,4276.0
605,Manchester,CT,,Manchester Community College,,,4276.0
606,Waterbury,CT,,Naugatuck Valley Community College,,,4316.0
607,Middletown,CT,,Middlesex Community College,,,4276.0
608,New London,CT,,Mitchell College,0.7797,,32442.0
609,Norwich,CT,,Three Rivers Community College,,,4356.0
610,New Britain,CT,,Lincoln Technical Institute-New Britain,,13.0,
611,Somers,CT,,New England Tractor Trailer Training School of Connecticut,,6.0,
612,West Haven,CT,1124.0,University of New Haven,0.8776,,38170.0
613,Norwalk,CT,,Norwalk Community College,,,4336.0
614,Winsted,CT,,Northwestern Connecticut Community College,,,4306.0
615,Hamden,CT,,Paier College of Art Inc,,,17070.0
616,Stratford,CT,,Porter and Chester Institute of Stratford,,,17220.0
617,Waterbury,CT,,Post University,0.635,,16610.0
618,Danielson,CT,,Quinebaug Valley Community College,,,4306.0
619,Hamden,CT,1184.0,Quinnipiac University,0.7388,,46780.0
620,Fairfield,CT,,Sacred Heart University,0.6028,,39820.0
621,West Hartford,CT,1064.0,University of Saint Joseph,0.9029,,38033.0
622,New Haven,CT,,Gateway Community College,,,4316.0
623,Bridgeport,CT,960.0,St Vincent's College,0.973,,15563.0
624,New Haven,CT,1028.0,Southern Connecticut State University,0.6492,,10538.0
625,West Haven,CT,,Stone Academy-West Haven,,16.0,
626,New York,NY,,Tri-State College of Acupuncture,,,
627,Hartford,CT,1370.0,Trinity College,0.3387,,54770.0
628,Farmington,CT,,Tunxis Community College,,,4276.0
629,New London,CT,1300.0,United States Coast Guard Academy,0.1504,,
630,Middletown,CT,,Wesleyan University,0.1629,,52804.0
631,Danbury,CT,,Western Connecticut State University,0.7083,,10418.0
632,New Haven,CT,,Yale-New Haven Hospital Dietetic Internship,,,
633,New Haven,CT,1520.0,Yale University,0.0693,,51400.0
634,Lewes,DE,,Margaret H Rollins School of Nursing at Beebe Medical Center,,,
635,Newark,DE,,Dawn Career Institute LLC,,8.0,
636,Dover,DE,,Delaware Technical Community College-Terry,,,4848.0
637,Dover,DE,918.0,Delaware State University,0.4518,,7868.0
638,Newark,DE,1250.0,University of Delaware,0.6289,,13160.0
639,Wilmington,DE,,Goldey-Beacom College,0.5177,,23850.0
640,Newark,DE,,Schilling-Douglas School of Hair Design LLC,,12.0,
641,Dover,DE,903.0,Wesley College,0.6151,,26406.0
642,New Castle,DE,,Wilmington University,,,10940.0
643,Washington,DC,1294.0,American University,0.294,,46615.0
644,Washington,DC,,Catholic University of America,0.8258,,44060.0
645,Washington,DC,,University of the District of Columbia,,,5756.0
646,Washington,DC,,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,,,
647,Washington,DC,916.0,Gallaudet University,0.5901,,16558.0
648,Washington,DC,1386.0,George Washington University,0.4098,,53518.0
649,Washington,DC,1451.0,Georgetown University,0.1568,,52300.0
650,Washington,DC,1201.0,Howard University,0.4142,,25697.0
651,Washington,DC,,Strayer University-District of Columbia,,,13857.0
652,Washington,DC,,National Conservatory of Dramatic Arts,1.0,,9900.0
653,Washington,DC,,Trinity Washington University,0.9228,,23690.0
654,Washington,DC,,Wesley Theological Seminary,,,
655,Ormond Beach,FL,,Wyotech-Daytona,,9.0,
656,Fort Lauderdale,FL,,The Art Institute of Fort Lauderdale,,,17698.0
657,Coconut Creek,FL,,Atlantic Technical College,,12.0,
658,Graceville,FL,968.0,The Baptist College of Florida,0.6195,,11100.0
659,Miami,FL,970.0,Barry University,0.8507,,29850.0
660,Daytona Beach,FL,,Bethune-Cookman University,,,14410.0
661,Boca Raton,FL,,Lynn University,0.8463,,37510.0
662,Starke,FL,,North Florida Technical College,,11.0,
663,Cocoa,FL,,Eastern Florida State College,,,2496.0
664,Fort Lauderdale,FL,,Broward College,,,1415.0
665,Miami,FL,,Carlos Albizu University-Miami,1.0,,12444.0
666,Ocala,FL,,College of Central Florida,,,2570.0
667,Kissimmee,FL,978.0,Johnson University Florida,0.9278,,14920.0
668,Orlando,FL,1249.0,University of Central Florida,0.499,,6368.0
669,Port Charlotte,FL,,Charlotte Technical College,,,2909.0
670,Marianna,FL,,Chipola College,,,3120.0
671,Naples,FL,,Lorenzo Walker Technical College,,14.0,
672,Daytona Beach,FL,,Daytona State College,,,3109.0
673,Royal Palm Beach,FL,,South University-West Palm Beach,,,17014.0
674,Saint Petersburg,FL,1207.0,Eckerd College,0.7273,,43044.0
675,Fort Myers,FL,,Florida SouthWestern State College,,,3401.0
676,Jacksonville,FL,885.0,Edward Waters College,0.6045,,13525.0
677,Daytona Beach,FL,1204.0,Embry-Riddle Aeronautical University-Daytona Beach,0.7491,,34822.0
678,Tallahassee,FL,1044.0,Florida Agricultural and Mechanical University,0.4563,,5785.0
679,Boca Raton,FL,1149.0,Florida Atlantic University,0.6001,,4831.0
680,Jacksonville,FL,,Florida State College at Jacksonville,,,2878.0
681,Saint Augustine,FL,1093.0,Flagler College-St Augustine,0.5659,,18200.0
682,Temple Terrace,FL,1000.0,Florida College,0.7376,,17142.0
683,Jacksonville,FL,,Concorde Career Institute-Jacksonville,0.7403,18.0,
684,Miramar,FL,,Concorde Career Institute-Miramar,0.75,18.0,
685,Tampa,FL,,Concorde Career Institute-Tampa,0.8185,8.0,
686,Orlando,FL,1019.0,AdventHealth University,0.9685,,14400.0
687,Melbourne,FL,1243.0,Florida Institute of Technology,0.6346,,41240.0
688,Pensacola,FL,,Florida Institute of Ultrasound Inc,,12.0,
689,Miami,FL,1172.0,Florida International University,0.5407,,6556.0
690,Key West,FL,,Florida Keys Community College,,,3276.0
691,Miami Gardens,FL,,Florida Memorial University,0.2733,,15536.0
692,Miami,FL,,Florida Career College-Miami,,9.0,
693,Gainesville,FL,,Florida School of Massage,,6.0,
694,Lakeland,FL,1218.0,Florida Southern College,0.5146,,34774.0
695,Tallahassee,FL,1304.0,Florida State University,0.4919,,5656.0
696,Orlando,FL,,Florida Technical College,,11.0,
697,Gainesville,FL,1356.0,University of Florida,0.4201,,6381.0
698,Fort Pierce,FL,,Fort Pierce Beauty Academy,,12.0,
699,Winter Park,FL,,Full Sail University,,,23694.0
700,Pensacola,FL,,George Stone Technical College,,8.0,
701,Miami,FL,,George T Baker Aviation Technical College,,15.0,
702,Panama City,FL,,Gulf Coast State College,,,2370.0
703,Fort Lauderdale,FL,,Key College,0.6667,,11085.0
704,Tampa,FL,,Hillsborough Community College,,,2506.0
705,Hobe Sound,FL,,Hobe Sound Bible College,,,6595.0
706,Hollywood,FL,,Hollywood Institute of Beauty Careers,,10.0,
707,St. Petersburg,FL,,Cortiva Institute-Florida,,8.0,
708,Fort Pierce,FL,,Indian River State College,,,2764.0
709,Tampa,FL,,Sanford-Brown College-Tampa,,,
710,South Daytona,FL,,International Academy,,10.0,
711,Miami,FL,,AI Miami International University of Art and Design,,,17698.0
712,Jacksonville,FL,1147.0,Jacksonville University,0.867,,35260.0
713,Fort Lauderdale,FL,,Keiser University-Ft Lauderdale,,,19224.0
714,Hialeah,FL,,La Belle Beauty School,,12.0,
715,Lake City,FL,,Florida Gateway College,,,3100.0
716,Eustis,FL,,Lake Technical College,,11.0,
717,Leesburg,FL,,Lake-Sumter State College,,,3172.0
718,Fort Myers,FL,,Fort Myers Technical College,,5.0,
719,Tallahassee,FL,,Lively Technical Center,,14.0,
720,Miami,FL,,Lindsey Hopkins Technical College,,12.0,
721,Saint Petersburg,FL,,Loraines Academy & Spa,,13.0,
722,Lithonia,GA,,Luther Rice College & Seminary,0.5484,,7240.0
723,Bradenton,FL,,State College of Florida-Manatee-Sarasota,,,3074.0
724,Bradenton,FL,,Manatee Technical College,,10.0,
725,Lakeland,FL,,Traviss Technical College,,,3251.0
726,Oakland Park,FL,,Merryfield School of Pet Grooming,,10.0,
727,Miami,FL,,Trinity International University-Florida,,,12450.0
728,Miami Lakes,FL,,Miami Lakes Educational Center and Technical College,,8.0,
729,Miami,FL,,Miami Dade College,,,2838.0
730,Coral Gables,FL,1366.0,University of Miami,0.35700000000000004,,48484.0
731,Orlando,FL,,Orange Technical College-Mid Florida Campus,,2.0,
732,Miami,FL,,Beauty Schools of America-Miami,,10.0,
733,Jacksonville,FL,,Paul Mitchell the School-Jacksonville,,10.0,
734,Madison,FL,,North Florida Community College,,,3054.0
735,Jacksonville,FL,1176.0,University of North Florida,0.5871,,6394.0
736,Fort Lauderdale,FL,1201.0,Nova Southeastern University,0.5817,,29880.0
737,Niceville,FL,,Northwest Florida State College,,,3133.0
738,Orlando,FL,,Orange Technical College-Orlando Campus,,13.0,
739,West Palm Beach,FL,1115.0,Palm Beach Atlantic University,0.9739,,29950.0
740,Lake Worth,FL,,Palm Beach State College,,,2444.0
741,New Port Richey,FL,,Pasco-Hernando State College,,,3155.0
742,Pensacola,FL,,Pensacola State College,,,2704.0
743,Clearwater,FL,,Pinellas Technical College-Clearwater,,11.0,
744,Winter Haven,FL,,Polk State College,,,3366.0
745,Milton,FL,,Radford M Locklin Technical Center,,11.0,
746,Boynton Beach,FL,,Saint Vincent de Paul Regional Seminary,,,
747,Winter Haven,FL,,Ridge Technical College,,,3918.0
748,Sarasota,FL,,Ringling College of Art and Design,0.6391,,44560.0
749,Jacksonville,FL,,Toni & Guy Hairdressing Academy-Jacksonville,,9.0,
750,Miami,FL,,Robert Morgan Educational Center and Technical College,,18.0,
751,Winter Park,FL,,Rollins College,0.6389,,48335.0
752,Saint Augustine,FL,,First Coast Technical College,,12.0,
753,Saint Leo,FL,1056.0,Saint Leo University,0.5849,,22220.0
754,Clearwater,FL,,St Petersburg College,,,3352.0
755,Saint Petersburg,FL,,Pinellas Technical College-St. Petersburg,,14.0,
756,Gainesville,FL,,Santa Fe College,,,2563.0
757,Sarasota,FL,,Suncoast Technical College,,13.0,
758,Sarasota,FL,,Argosy University-Sarasota,,,13438.0
759,Sanford,FL,,Seminole State College of Florida,,,3131.0
760,Hollywood,FL,,Sheridan Technical College,,11.0,
761,Miami,FL,,Saint John Vianney College Seminary,0.9,,21000.0
762,Palatka,FL,,Saint Johns River State College,,,2839.0
763,Avon Park,FL,,South Florida State College,,,3165.0
