,CITY,STABBR,SAT_AVG,INSTNM,ADM_RATE,MTHCMP1,TUITIONFEE_IN
1036,Quincy,IL,1082.0,Quincy University,0.6732,,27770.0
1037,Quincy,IL,,Vatterott College-Quincy,,,11007.0
1038,Chicago,IL,,The Illinois Institute of Art-Chicago,,,17482.0
1039,Ina,IL,,Rend Lake College,,,3750.0
1040,Decatur,IL,,Richland Community College,,,4350.0
1041,Chicago,IL,,Robert Morris University Illinois,0.6688,,26700.0
1042,Rockford,IL,,Rock Valley College,,,3764.0
1043,Rockford,IL,,Madison Media Institute-Rockford Career College,,,13366.0
1044,Rockford,IL,1059.0,Rockford University,0.4656,,30050.0
1045,Chicago,IL,1119.0,Roosevelt University,0.6951,,28963.0
1046,River Forest,IL,1124.0,Dominican University,0.6498,,32530.0
1047,Chicago,IL,,Rush University,,,
1048,Peoria,IL,,Saint Francis Medical Center College of Nursing,,,
1049,Joliet,IL,1126.0,University of St Francis,0.5167,,31470.0
1050,Springfield,IL,,St. John's College-Department of Nursing,,,
1051,Chicago,IL,1066.0,Saint Xavier University,0.746,,33380.0
1052,Springfield,IL,1159.0,University of Illinois at Springfield,0.5241,,11413.0
1053,Dixon,IL,,Sauk Valley Community College,,,4190.0
1054,Ullin,IL,,Shawnee Community College,,,3840.0
1055,Chicago,IL,,Saint Augustine College,,,13200.0
1056,Mundelein,IL,,University of Saint Mary of the Lake,,,
1057,Harrisburg,IL,,Southeastern Illinois College,,,3780.0
1058,Chicago,IL,,National Latino Education Institute,,12.0,
1059,Chicago,IL,,Spertus College,,,
1060,Canton,IL,,Spoon River College,,,4800.0
1061,Rockford,IL,,Saint Anthony College of Nursing,,,25342.0
1062,Sterling,IL,,Educators of Beauty College of Cosmetology-Sterling,,13.0,
1063,Carbondale,IL,1143.0,Southern Illinois University-Carbondale,0.7601,,13932.0
1064,Edwardsville,IL,1144.0,Southern Illinois University-Edwardsville,0.8951,,11493.0
1065,Chicago,IL,,Taylor Business Institute,0.7826,,11175.0
1066,Chicago,IL,,Telshe Yeshiva-Chicago,0.76,,13500.0
1067,South Holland,IL,,South Suburban College,,,4883.0
1068,LITCHFIELD,IL,,Tri-County Beauty Academy,,13.0,
1069,Palos Heights,IL,1125.0,Trinity Christian College,0.8290000000000001,,28675.0
1070,Deerfield,IL,1129.0,Trinity International University-Illinois,0.75,,30750.0
1071,River Grove,IL,,Triton College,,,4020.0
1072,Springfield,IL,,University of Spa & Cosmetology Arts,,13.0,
1073,Chicago,IL,1215.0,VanderCook College of Music,1.0,,28434.0
1074,Sugar Grove,IL,,Waubonsee Community College,,,3216.0
1075,Chicago,IL,,Resurrection University,,,
1076,Macomb,IL,1045.0,Western Illinois University,0.5997,,12897.0
1077,Wheaton,IL,1356.0,Wheaton College,0.85,,35190.0
1078,Palatine,IL,,William Rainey Harper College,,,3498.0
1079,Donaldson,IN,,Ancilla College,,,15830.0
1080,Anderson,IN,1045.0,Anderson University,0.6525,,29710.0
1081,Muncie,IN,1138.0,Ball State University,0.6208,,9774.0
1082,Mishawaka,IN,1077.0,Bethel College-Indiana,0.8977,,28030.0
1083,Indianapolis,IN,1279.0,Butler University,0.6513,,39860.0
1084,Whiting,IN,,Calumet College of Saint Joseph,,,17920.0
1085,Indianapolis,IN,,Christian Theological Seminary,,,
1086,Valparaiso,IN,,College of Court Reporting Inc,,,9050.0
1087,Fort Wayne,IN,,Concordia Theological Seminary,,,
1088,Highland,IN,,Tricoci University of Beauty Culture-Highland,,13.0,
1089,Greencastle,IN,1248.0,DePauw University,0.6725,,47838.0
1090,Schererville,IN,,Don Roberts School of Hair Design,,13.0,
1091,Valparaiso,IN,,Don Roberts Beauty School,,13.0,
1092,Richmond,IN,1303.0,Earlham College,0.5184,,45750.0
1093,Evansville,IN,1187.0,University of Evansville,0.6996,,35394.0
1094,Franklin,IN,1105.0,Franklin College,0.7787,,30920.0
1095,Goshen,IN,1121.0,Goshen College,0.6388,,33200.0
1096,Winona Lake,IN,1130.0,Grace College and Theological Seminary,0.8209,,23170.0
1097,Hanover,IN,1184.0,Hanover College,0.8379,,36520.0
1098,Terre Haute,IN,,J Michael Harrold Beauty Academy,,11.0,
1099,Notre Dame,IN,1214.0,Holy Cross College,0.7405,,29734.0
1100,Clarksville,IN,,PJ's College of Cosmetology-Clarksville,,12.0,
1101,Huntington,IN,1080.0,Huntington University,0.8053,,25540.0
1102,Indianapolis,IN,,Ivy Tech Community College,,,4255.0
1103,Fort Wayne,IN,1074.0,Purdue University Fort Wayne,0.9441,,8330.0
1104,Indianapolis,IN,1104.0,Indiana University-Purdue University-Indianapolis,0.7965,,9334.0
1105,Indianapolis,IN,,Harrison College-Indianapolis,1.0,,16275.0
1106,Indianapolis,IN,1093.0,University of Indianapolis,0.8218,,28390.0
1107,Fort Wayne,IN,1034.0,Indiana Institute of Technology,0.7613,,26370.0
1108,Evansville,IN,1084.0,University of Southern Indiana,0.9359999999999999,,7970.0
1109,Terre Haute,IN,1013.0,Indiana State University,0.8451,,8916.0
1110,Kokomo,IN,1030.0,Indiana University-Kokomo,0.7028,,7207.0
1111,South Bend,IN,1035.0,Indiana University-South Bend,0.7771,,7207.0
1112,Bloomington,IN,1285.0,Indiana University-Bloomington,0.7601,,10533.0
1113,Gary,IN,998.0,Indiana University-Northwest,0.7444,,7207.0
1114,New Albany,IN,1021.0,Indiana University-Southeast,0.8275,,7207.0
1115,Richmond,IN,1035.0,Indiana University-East,0.6966,,7207.0
1116,Fort Wayne,IN,,International Business College-Fort Wayne,0.7957,,13960.0
1117,Indianapolis,IN,,International Business College-Indianapolis,0.9609,,13960.0
1118,Knox,IN,,Knox Beauty College,,11.0,
1119,Lafayette,IN,,Tricoci University of Beauty Culture-Lafayette,,13.0,
1120,Merrillville,IN,,Brown Mackie College-Merrillville,,,
1121,Indianapolis,IN,,Empire Beauty School-Indianapolis,,11.0,
1122,Indianapolis,IN,,Lincoln College of Technology-Indianapolis,,13.0,
1123,North Manchester,IN,,Manchester University,0.6058,,31660.0
1124,Indianapolis,IN,1102.0,Marian University,0.5872,,33000.0
1125,Marion,IN,1138.0,Indiana Wesleyan University-Marion,0.7202,,25980.0
1126,Indianapolis,IN,,Martin University,,,13200.0
1127,Elkhart,IN,,Anabaptist Mennonite Biblical Seminary,,,
1128,South Bend,IN,,Brown Mackie College-South Bend,,,
1129,Jeffersonville,IN,,Mid-America College of Funeral Service,,,11900.0
1130,Kalamazoo,MI,,West Michigan College of Barbering and Beauty,,11.0,
1131,Notre Dame,IN,1486.0,University of Notre Dame,0.1892,,51505.0
1132,Oakland City,IN,1058.0,Oakland City University,0.7133,,23700.0
1133,Richmond,IN,,PJ's College of Cosmetology-Richmond,,13.0,
1134,Fort Wayne,IN,,Ravenscroft Beauty College,,13.0,
1135,Evansville,IN,,Rogers Academy of Hair Design,,13.0,
1136,Terre Haute,IN,1369.0,Rose-Hulman Institute of Technology,0.6094,,48012.0
1137,Kokomo,IN,,Rudae's School of Beauty Culture-Kokomo,,13.0,
1138,Fort Wayne,IN,1062.0,University of Saint Francis-Fort Wayne,0.9872,,29430.0
1139,Saint Mary of the Woods,IN,999.0,Saint Mary-of-the-Woods College,0.7576,,29510.0
1140,Notre Dame,IN,1201.0,Saint Mary's College,0.7825,,40800.0
1141,Hammond,IN,,Brightwood College-Hammond,,9.0,
1142,St. Meinrad,IN,,Saint Meinrad School of Theology,,,
1143,Lafayette,IN,,Saint Elizabeth School of Nursing,1.0,,20230.0
1144,Upland,IN,1204.0,Taylor University,0.8679,,32885.0
1145,Angola,IN,1128.0,Trine University,0.701,,31540.0
1146,Valparaiso,IN,1216.0,Valparaiso University,0.8428,,38760.0
1147,Vincennes,IN,,Vincennes Beauty College,,13.0,
1148,Vincennes,IN,,Vincennes University,,,5737.0
1149,Crawfordsville,IN,1199.0,Wabash College,0.6296,,42250.0
1150,Waterloo,IA,,Allen College,,,18226.0
1151,Sioux City,IA,,Briar Cliff University,,,29786.0
1152,Storm Lake,IA,1083.0,Buena Vista University,0.6385,,32854.0
1153,Dubuque,IA,,Capri College-Dubuque,,16.0,
1154,Cedar Rapids,IA,,Capri College-Cedar Rapids,,16.0,
1155,Pella,IA,1161.0,Central College,0.7009,,35930.0
1156,Dubuque,IA,1118.0,Clarke University,0.6319,,31950.0
1157,Cedar Rapids,IA,1213.0,Coe College,0.5624,,42430.0
1158,Mount Vernon,IA,1245.0,Cornell College,0.6503,,40880.0
1159,Marshalltown,IA,,Iowa School of Beauty-Marshalltown,,15.0,
1160,Ankeny,IA,,Des Moines Area Community College,,,4530.0
1161,Epworth,IA,,Divine Word College,1.0,,12850.0
1162,Sioux Center,IA,1210.0,Dordt College,0.7207,,30000.0
1163,Des Moines,IA,1285.0,Drake University,0.688,,39062.0
1164,Dubuque,IA,992.0,University of Dubuque,0.7416,,29710.0
1165,Iowa Falls,IA,,Ellsworth Community College,,,4656.0
1166,Dubuque,IA,1133.0,Emmaus Bible College,0.5751,,17520.0
1167,Davenport,IA,,Eastern Iowa Community College District,,,4960.0
1168,Ankeny,IA,1118.0,Faith Baptist Bible College and Theological Seminary,0.6,,16766.0
1169,Storm Lake,IA,,Faust Institute of Cosmetology-Storm Lake,,15.0,
1170,Lamoni,IA,1029.0,Graceland University-Lamoni,0.5614,,28110.0
1171,Des Moines,IA,1043.0,Grand View University,0.9268,,26516.0
1172,Grinnell,IA,1449.0,Grinnell College,0.2887,,50714.0
1173,Mason City,IA,,Purdue University Global-Mason City,,,15352.0
1174,Cedar Rapids,IA,,Purdue University Global-Cedar Rapids,,,15352.0
1175,Davenport,IA,,Hamilton Technical College,,,14250.0
1176,Waterloo,IA,,Hawkeye Community College,,,5042.0
1177,Mt. Pleasant,IA,,American Hair Academy,,14.0,
1178,Ottumwa,IA,,Indian Hills Community College,,,4080.0
1179,Fort Dodge,IA,,Iowa Central Community College,,,5340.0
1180,Estherville,IA,,Iowa Lakes Community College,,,6236.0
1181,Des Moines,IA,,UnityPoint Health-Des Moines School of Radiologic Technology,,,
1182,Des Moines,IA,,American College of Hairstyling-Des Moines,,14.0,
1183,Des Moines,IA,,Iowa School of Beauty-Des Moines,,15.0,
1184,Ames,IA,1221.0,Iowa State University,0.8934,,8636.0
1185,Mount Pleasant,IA,995.0,Iowa Wesleyan University,0.5001,,24600.0
1186,Council Bluffs,IA,,Iowa Western Community College,,,5664.0
1187,Iowa City,IA,1232.0,University of Iowa,0.8604,,8965.0
1188,Cedar Rapids,IA,,Kirkwood Community College,,,4586.0
1189,Cedar Falls,IA,,La James International College-Cedar Falls,,15.0,
1190,Johnston,IA,,La James International College-Johnston,,15.0,
1191,Mason City,IA,,La James College of Hairstyling and Cosmetology,,15.0,
1192,Fort Dodge,IA,,La James International College-Ft Dodge,,15.0,
1193,Dubuque,IA,1144.0,Loras College,0.9509,,32886.0
1194,Decorah,IA,1222.0,Luther College,0.6509,,41020.0
1195,Fairfield,IA,,Maharishi University of Management,0.8889,,27530.0
1196,Marshalltown,IA,,Marshalltown Community College,,,4656.0
1197,Des Moines,IA,1030.0,Mercy College of Health Sciences,0.9590000000000001,,17600.0
1198,Sioux City,IA,1125.0,Morningside College,0.5518,,30490.0
1199,Cedar Rapids,IA,1085.0,Mount Mercy University,0.5724,,30582.0
1200,San Diego,CA,,Ashford University,,,11248.0
1201,Mason City,IA,,North Iowa Area Community College,,,5213.0
1202,Cedar Falls,IA,1166.0,University of Northern Iowa,0.8083,,8699.0
1203,Orange City,IA,1172.0,Northwestern College,0.6809999999999999,,30200.0
1204,Calmar,IA,,Northeast Iowa Community College,,,5180.0
1205,Sheldon,IA,,Northwest Iowa Community College,,,5910.0
1206,Des Moines,IA,,Des Moines University-Osteopathic Medical Center,,,
1207,Ottumwa,IA,,Iowa School of Beauty-Ottumwa,,15.0,
1208,Davenport,IA,,Palmer College of Chiropractic,,,9096.0
1209,Ames,IA,,PCI Academy-Ames,,18.0,
1210,Davenport,IA,1165.0,Saint Ambrose University,0.6081,,30016.0
1211,Sioux City,IA,,St Luke's College,0.2667,,20440.0
1212,Davenport,IA,,La James International College-Davenport,,15.0,
1213,Iowa City,IA,,La James International College-Iowa City,,15.0,
1214,Indianola,IA,1178.0,Simpson College,0.8386,,37663.0
1215,West Burlington,IA,,Southeastern Community College,,,5400.0
1216,Creston,IA,,Southwestern Community College,,,5664.0
1217,Davenport,IA,,Capri College-Davenport,,16.0,
1218,Sioux City,IA,,Iowa School of Beauty-Sioux City,,15.0,
1219,Council Bluffs,IA,,E Q School of Hair Design,,15.0,
1220,Fayette,IA,1041.0,Upper Iowa University,0.5558,,29600.0
1221,Forest City,IA,1027.0,Waldorf University,0.7185,,21664.0
1222,Waverly,IA,1170.0,Wartburg College,0.769,,39730.0
1223,Dubuque,IA,,Wartburg Theological Seminary,,,
1224,Cedar Falls,IA,,The Salon Professional Academy-Cedar Falls,,16.0,
1225,Sioux City,IA,,Western Iowa Tech Community College,,,4200.0
1226,Oskaloosa,IA,963.0,William Penn University,0.5379,,25000.0
1227,Iola,KS,,Allen County Community College,,,3584.0
1228,Baldwin City,KS,1137.0,Baker University,0.8571,,28960.0
1229,Great Bend,KS,,Barton County Community College,,,3456.0
1230,Atchison,KS,1215.0,Benedictine College,0.9747,,28480.0
1231,Lindsborg,KS,1027.0,Bethany College,0.6664,,26922.0
1232,North Newton,KS,,Bethel College-North Newton,0.5576,,27720.0
1233,Topeka,KS,,Bryan University,,,15400.0
1234,El Dorado,KS,,Butler Community College,,,2940.0
1235,McPherson,KS,1008.0,Central Christian College of Kansas,0.3933,,17240.0
1236,Concordia,KS,,Cloud County Community College,,,3030.0
1237,Coffeyville,KS,,Coffeyville Community College,,,2304.0
1238,Colby,KS,,Colby Community College,,,3450.0
1239,Arkansas City,KS,,Cowley County Community College,,,2945.0
1240,Dodge City,KS,,Dodge City Community College,,,2130.0
1241,Kansas City,KS,,Donnelly College,,,7140.0
1242,Emporia,KS,1105.0,Emporia State University,0.8275,,6345.0
1243,Emporia,KS,,Flint Hills Technical College,,,6040.0
1244,Hays,KS,,Fort Hays State University,0.8862,,5009.0
1245,Haviland,KS,,Barclay College,0.6697,,17720.0
1246,Wichita,KS,1100.0,Friends University,0.4801,,27565.0
1247,Fort Scott,KS,,Fort Scott Community College,,,2820.0
1248,Garden City,KS,,Garden City Community College,,,3072.0
1249,Lawrence,KS,950.0,Haskell Indian Nations University,0.8157,,480.0
1250,Hays,KS,,Hays Academy of Hair Design,,12.0,
1251,Hesston,KS,,Hesston College,,,26318.0
1252,Highland,KS,,Highland Community College,,,3057.0
1253,Hutchinson,KS,,Hutchinson Community College,,,3072.0
1254,Independence,KS,,Independence Community College,,,3904.0
1255,Overland Park,KS,,Johnson County Community College,,,2790.0
1256,Kansas City,MO,,Concorde Career College-Kansas City,0.8538,8.0,
1257,Kansas City,KS,,Kansas City Kansas Community College,,,3248.0
1258,Overland Park,KS,,Kansas Christian College,,,7640.0
1259,Lawrence,KS,1230.0,University of Kansas,0.9338,,10824.0
1260,Wichita,KS,1107.0,Newman University,0.6384,,29200.0
1261,Wichita,KS,,Old Town Barber College-Wichita,,13.0,
1262,Manhattan,KS,,Kansas State University,0.9412,,10135.0
1263,Salina,KS,1065.0,Kansas Wesleyan University,0.5365,,28980.0
1264,Topeka,KS,,Washburn Institute of Technology,0.5007,,6912.0
1265,Parsons,KS,,Labette Community College,,,2940.0
1266,Manhattan,KS,,Manhattan Area Technical College,,,6030.0
1267,Manhattan,KS,1079.0,Manhattan Christian College,0.6432,,15418.0
1268,McPherson,KS,1105.0,McPherson College,0.4847,,27823.0
1269,Olathe,KS,1064.0,MidAmerica Nazarene University,0.6562,,29670.0
1270,Chanute,KS,,Neosho County Community College,,,4692.0
1271,Beloit,KS,,North Central Kansas Technical College,,,6019.0
1272,Goodland,KS,,Northwest Kansas Technical College,,18.0,
1273,Ottawa,KS,1027.0,Ottawa University-Ottawa,0.8045,,28550.0
1274,Overland Park,KS,,Ottawa University-Kansas City,,,
1275,Pittsburg,KS,1105.0,Pittsburg State University,0.8721,,7100.0
1276,Pratt,KS,,Pratt Community College,,,3392.0
1277,Leavenworth,KS,1078.0,University of Saint Mary,0.4915,,27720.0
1278,Salina,KS,,Salina Area Technical College,,,7080.0
1279,Liberal,KS,,Seward County Community College,,,3008.0
1280,Winfield,KS,1019.0,Southwestern College,0.9688,,28750.0
1281,Sterling,KS,1018.0,Sterling College,0.5247,,24985.0
1282,Hillsboro,KS,1048.0,Tabor College,0.5318,,27220.0
1283,Topeka,KS,,Washburn University,,,7978.0
1284,Wichita,KS,,Wichita State University-Campus of Applied Sciences and Technology,,,7323.0
1285,Wichita,KS,1159.0,Wichita State University,0.938,,8432.0
1286,Wichita,KS,,Wichita Technical Institute,,12.0,
1287,Pippa Passes,KY,1043.0,Alice Lloyd College,0.2567,,11550.0
1288,Wilmore,KY,1178.0,Asbury University,0.7032,,29500.0
1289,Wilmore,KY,,Asbury Theological Seminary,,,
1290,Ashland,KY,,Ashland Community and Technical College,,,4080.0
1291,Nicholasville,KY,,Barrett and Company School of Hair Design,,17.0,
1292,Louisville,KY,1189.0,Bellarmine University,0.8925,,40750.0
1293,Berea,KY,1188.0,Berea College,0.3509,,25760.0
1294,Bowling Green,KY,,PJ's College of Cosmetology-Bowling Green,,15.0,
1295,Bowling Green,KY,,Southcentral Kentucky Community and Technical College,,,4080.0
1296,Owensboro,KY,1065.0,Brescia University,0.424,,21550.0
1297,Campbellsville,KY,1061.0,Campbellsville University,0.6859,,25400.0
1298,Lexington,KY,,Bluegrass Community and Technical College,,,4160.0
1299,Danville,KY,1334.0,Centre College,0.7632,,40500.0
1300,Pineville,KY,,Clear Creek Baptist Bible College,,,9020.0
1301,Lexington,KY,,Paul Mitchell the School-Lexington,,11.0,
1302,Louisville,KY,,Galen College of Nursing-Louisville,,24.0,
1303,Williamsburg,KY,1092.0,University of the Cumberlands,0.7436,,23000.0
1304,Richmond,KY,1123.0,Eastern Kentucky University,0.8737,,9366.0
1305,Elizabethtown,KY,,Elizabethtown Community and Technical College,,,4080.0
1306,Hyden,KY,,Frontier Nursing University,,,
1307,Georgetown,KY,1145.0,Georgetown College,0.6733,,37160.0
1308,Glasgow,KY,,PJ's College of Cosmetology-Glasgow,,15.0,
1309,Hazard,KY,,Hazard Community and Technical College,,,4080.0
1310,Louisville,KY,,Paul Mitchell the School-Louisville,,14.0,
1311,Henderson,KY,,Henderson Community College,,,4080.0
1312,Hopkinsville,KY,,Hopkinsville Community College,,,4080.0
1313,Louisville,KY,,Jefferson Community and Technical College,,,4160.0
1314,Lexington,KY,,Summit Salon Academy-Lexington,,11.0,
1315,Lexington,KY,,American National University-Lexington,,,14886.0
1316,Jackson,KY,1045.0,Kentucky Mountain Bible College,0.5,,7760.0
1317,Frankfort,KY,982.0,Kentucky State University,0.4528,,8184.0
1318,Owensboro,KY,1114.0,Kentucky Wesleyan College,0.5846,,25070.0
1319,Lexington,KY,1213.0,University of Kentucky,0.9577,,11942.0
1320,Grayson,KY,1029.0,Kentucky Christian University,0.4021,,19256.0
1321,Lexington,KY,,Lexington Theological Seminary,,,
1322,Columbia,KY,,Lindsey Wilson College,,,24246.0
1323,Louisville,KY,,Sullivan College of Technology and Design,0.7627,,22919.0
1324,Louisville,KY,1211.0,University of Louisville,0.753,,11264.0
1325,Louisville,KY,,Louisville Presbyterian Theological Seminary,,,
1326,Madisonville,KY,,Madisonville Community College,,,4080.0
1327,Maysville,KY,,Maysville Community and Technical College,,,4080.0
1328,Midway,KY,1050.0,Midway University,0.5670000000000001,,23950.0
1329,Morehead,KY,1144.0,Morehead State University,0.7962,,8950.0
1330,Murray,KY,1173.0,Murray State University,0.8667,,8820.0
1331,Florence,KY,,Gateway Community and Technical College,,,4160.0
1332,Highland Heights,KY,1142.0,Northern Kentucky University,0.9038,,9744.0
1333,Owensboro,KY,,Daymar College-Owensboro,,,15000.0
1334,Paducah,KY,,West Kentucky Community and Technical College,,,4080.0
1335,Pikeville,KY,1038.0,University of Pikeville,1.0,,20338.0
1336,Prestonsburg,KY,,Big Sandy Community and Technical College,,,4080.0
1337,Louisville,KY,,Brown Mackie College-Louisville,,,
1338,Louisville,KY,,Empire Beauty School-Chenoweth,,11.0,
1339,Elizabethtown,KY,,Empire Beauty School-Elizabethtown,,11.0,
1340,Louisville,KY,,Empire Beauty School-Dixie,,11.0,
1341,Florence,KY,,Empire Beauty School-Florence,,11.0,
1342,Somerset,KY,,Somerset Community College,,,4080.0
1343,Cumberland,KY,,Southeast Kentucky Community and Technical College,,,4080.0
1344,Louisville,KY,1105.0,The Southern Baptist Theological Seminary,0.7811,,18860.0
1345,Louisville,KY,1046.0,Spalding University,0.5899,,24000.0
1346,Louisville,KY,,Spencerian College-Louisville,,,20400.0
1347,Louisville,KY,,Sullivan University,,,25950.0
1348,Crestview Hills,KY,1081.0,Thomas More College,0.9123,,30270.0
1349,Lexington,KY,,Transylvania University,0.9547,,37290.0
1350,Louisville,KY,,Trend Setters' Academy of Beauty Culture-Louisville,,15.0,
1351,Barbourville,KY,1025.0,Union College,0.6347,,26080.0
1352,Bowling Green,KY,1136.0,Western Kentucky University,0.9545,,10202.0
1353,Alexandria,LA,,Central Louisiana Technical Community College,,,4089.0
1354,Shreveport,LA,,Ayers Career College,,9.0,
1355,Baton Rouge,LA,,Baton Rouge General Medical Center-School of Nursing,,,
1356,Baton Rouge,LA,,Baton Rouge School of Computers,,8.0,
1357,Bossier City,LA,,Bossier Parish Community College,,,4079.0
1358,New Orleans,LA,,Cameron College,,21.0,
1359,Shreveport,LA,1193.0,Centenary College of Louisiana,0.6179,,35900.0
1360,West Monroe,LA,,Cloyd's Beauty School 1 Inc,,15.0,
1361,New Orleans,LA,,Crescent City Bartending School,,8.0,
1362,Baton Rouge,LA,,D'Jay's Institute of Cosmetology and Esthiology,,8.0,
1363,New Orleans,LA,,Delgado Community College,,,4079.0
1364,Lake Charles,LA,,Delta School of Business and Technology,,,9685.0
1365,Lake Charles,LA,,Avery James School of Cosmetology,,13.0,
1366,Denham Springs,LA,,Denham Springs Beauty School,,15.0,
1367,New Orleans,LA,1009.0,Dillard University,0.4081,,17917.0
1368,Chalmette,LA,,Nunez Community College,,,4175.0
1369,Grambling,LA,,Grambling State University,0.4277,,7435.0
1370,Shreveport,LA,,Guy's Shreveport Academy of Cosmetology Inc,,11.0,
1371,Baton Rouge,LA,,ITI Technical College,,,10575.0
1372,New Orleans,LA,,John Jay Beauty College,,13.0,
1373,Kenner,LA,,John Jay Beauty College,,13.0,
1374,New Orleans,LA,,Louisiana State University Health Sciences Center-New Orleans,,,
1375,Alexandria,LA,1026.0,Louisiana State University-Alexandria,0.3107,,6668.0
1376,Baton Rouge,LA,1226.0,Louisiana State University and Agricultural & Mechanical College,0.7392,,11374.0
1377,Eunice,LA,,Louisiana State University-Eunice,,,4392.0
1378,Shreveport,LA,1080.0,Louisiana State University-Shreveport,0.8384,,7166.0
1379,Baton Rouge,LA,,Aveda Institute-Baton Rouge,,13.0,
1380,Lafayette,LA,,Aveda Institute-Lafayette,,13.0,
1381,Eunice,LA,,Louisiana Academy of Beauty,,13.0,
1382,Pineville,LA,1087.0,Louisiana College,0.7192,,16000.0
1383,Opelousas,LA,,Opelousas School of Cosmetology,,14.0,
1384,Ruston,LA,1195.0,Louisiana Tech University,0.6484,,9645.0
1385,New Orleans,LA,1203.0,Loyola University New Orleans,0.6911,,39492.0
1386,Lake Charles,LA,1124.0,McNeese State University,0.6224,,7920.0
1387,New Orleans,LA,1126.0,University of New Orleans,0.5661,,8484.0
1388,New Orleans,LA,,New Orleans Baptist Theological Seminary,,,8040.0
1389,Thibodaux,LA,1104.0,Nicholls State University,0.9374,,7886.0
1390,Monroe,LA,1124.0,University of Louisiana at Monroe,0.7546,,8470.0
1391,Minden,LA,,Northwest Louisiana Technical College,,,2976.0
1392,New Orleans,LA,,Notre Dame Seminary Graduate School of Theology,,,
1393,Natchitoches,LA,1083.0,Northwestern State University of Louisiana,0.8029,,7921.0
1394,New Orleans,LA,1030.0,University of Holy Cross,0.4615,,13220.0
1395,Baton Rouge,LA,1085.0,Franciscan Missionaries of Our Lady University,0.4844,,12764.0
1396,Bossier City,LA,,Pat Goins Benton Road Beauty School,,11.0,
1397,Monroe,LA,,Celebrity Stylist Beauty School,,13.0,
1398,Ruston,LA,,Pat Goins Ruston Beauty School,,11.0,
1399,Pineville,LA,,Pineville Beauty School,,16.0,
1400,Covington,LA,,Aveda Institute-Covington,,13.0,
1401,St. Benedict,LA,,Saint Joseph Seminary College,,,17868.0
1402,Slidell,LA,,Vanguard College of Cosmetology-Slidell,,11.0,
1403,Houma,LA,,South Louisiana Beauty College,,13.0,
1404,Schriever,LA,,Fletcher Technical Community College,,,3966.0
1405,Lafayette,LA,,Remington College-Lafayette Campus,,,16694.0
1406,Lake Charles,LA,,SOWELA Technical Community College,,,4185.0
1407,New Orleans,LA,,Stevensons Academy of Hair Design,,13.0,
1408,Hammond,LA,1085.0,Southeastern Louisiana University,0.8834,,8153.0
1409,Baton Rouge,LA,988.0,Southern University and A & M College,0.4547,,8666.0
1410,New Orleans,LA,890.0,Southern University at New Orleans,0.2467,,6421.0
1411,Shreveport,LA,,Southern University at Shreveport,,,4184.0
1412,Lafayette,LA,1162.0,University of Louisiana at Lafayette,0.5087,,9888.0
1413,Lacombe,LA,,Northshore Technical Community College,,,4103.0
1414,New Orleans,LA,1442.0,Tulane University of Louisiana,0.215,,52960.0
1415,New Orleans,LA,1126.0,Xavier University of Louisiana,0.6408,,23606.0
1416,Morgan City,LA,,South Central Louisiana Technical College,,,2946.0
1417,Lewiston,ME,,Purdue University Global-Lewiston,,,12475.0
1418,Bar Harbor,ME,,College of the Atlantic,0.6793,,43542.0
1419,Lewiston,ME,,Bates College,0.2193,,52042.0
1420,Bangor,ME,,Beal College,,24.0,
1421,Brunswick,ME,,Bowdoin College,0.1363,,51848.0
1422,Lewiston,ME,920.0,Maine College of Health Professions,0.8182,,11506.0
1423,Auburn,ME,,Central Maine Community College,,,3660.0
1424,Waterville,ME,1444.0,Colby College,0.1579,,53120.0
1425,Bangor,ME,,Eastern Maine Community College,,,3747.0
1426,Fairfield,ME,,Kennebec Valley Community College,,,3757.0
1427,Arundel,ME,,The Landing School,,,22775.0
1428,Augusta,ME,,University of Maine at Augusta,,,7808.0
1429,Farmington,ME,,University of Maine at Farmington,0.8257,,9458.0
1430,Fort Kent,ME,996.0,University of Maine at Fort Kent,0.972,,7965.0
1431,Machias,ME,,University of Maine at Machias,,,7680.0
1432,Orono,ME,1157.0,University of Maine,0.9226,,10902.0
1433,Castine,ME,1083.0,Maine Maritime Academy,0.7961,,13278.0
1434,Presque Isle,ME,,University of Maine at Presque Isle,0.9544,,7885.0
1435,Biddeford,ME,1128.0,University of New England,0.8074,,36530.0
1436,Presque Isle,ME,,Northern Maine Community College,,,3681.0
1437,Portland,ME,,Empire Beauty School-Maine,,11.0,
1438,Portland,ME,,Maine College of Art,0.6774,,34050.0
1439,Standish,ME,,Saint Joseph's College of Maine,0.8011,,34610.0
1440,Westbrook,ME,,Spa Tech Institute-Westbrook,,12.0,
1441,South Portland,ME,,Southern Maine Community College,,,3710.0
1442,Portland,ME,1059.0,University of Southern Maine,0.8348,,8638.0
1443,Waterville,ME,,Thomas College,,,26110.0
1444,Unity,ME,,Unity College,0.8874,,28350.0
1445,Calais,ME,,Washington County Community College,,,3636.0
1446,Gaithersburg,MD,,Aesthetics Institute of Cosmetology,,12.0,
1447,Cumberland,MD,,Allegany College of Maryland,,,3940.0
1448,Arnold,MD,,Anne Arundel Community College,,,4646.0
1449,Towson,MD,,Brightwood College-Towson,,9.0,
1450,Hagerstown,MD,,Award Beauty School,,13.0,
